Tipus pla,Número d'inscripció,Nom del pla,Estat,Data d'homologació,Últim esdeveniment,Data de l'últim esdeveniment,Ine5,Municipi,Comarca,Servei territorial,Vegueria,Província
E,8170,PAM VENTCAT Salàs de Pallars,Homologat,10/12/2021,Revisió,10/12/2021,25190,Salàs de Pallars,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
T,5938,PBEM Caseres,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43041,Caseres,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,7994,PAM RADCAT Barberà del Vallès,Homologat,10/12/2021,Homologació,10/12/2021,08252,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,7922,PAM SISMICAT Llimiana,Homologat,10/12/2021,Homologació,10/12/2021,25128,Llimiana,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5226,PAM NEUCAT Folgueroles,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08083,Folgueroles,Osona,Catalunya Central,Catalunya Central,Barcelona
T,8855,PBEM Sant Pere de Riudebitlles,Homologat,10/03/2022,Homologació,10/03/2022,08232,Sant Pere de Riudebitlles,Alt Penedès,Barcelona,Penedès,Barcelona
E,8387,PAM NEUCAT Sant Julià de Vilatorta,Homologat,10/12/2021,Homologació,10/12/2021,08220,Sant Julià de Vilatorta,Osona,Catalunya Central,Catalunya Central,Barcelona
E,8209,PAM NEUCAT Esparreguera,Homologat,10/12/2021,Homologació,10/12/2021,08076,Esparreguera,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,9162,PBEM Sant Ramon,Homologat,10/03/2022,Revisió,10/03/2022,25194,Sant Ramon,Segarra,Lleida,Lleida,Lleida
E,163,PAM INFOCAT Gandesa,Homologat pendent de revisió,19/03/1998,Homologació,19/03/1998,43064,Gandesa,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,5939,PBEM Freginals,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43062,Freginals,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
F,3332,PEM Cavalcada Reis Mataró,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,08121,Mataró,Maresme,Barcelona,Barcelona,Barcelona
F,900,PEM per Emergències en el Mercat del Dijous Granollers,Homologat pendent de revisió,23/11/2004,Homologació,23/11/2004,08096,Granollers,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,5529,PAM NEUCAT L'Espluga Calba,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25081,Espluga Calba,Garrigues,Lleida,Lleida,Lleida
E,6343,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre de Móra la Nova,Homologat,28/02/2020,Homologació,28/02/2020,43094,Móra la Nova,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,10555,PAM INFOCAT Sils,Homologat,06/10/2022,Homologació,06/10/2022,17193,Sils,Selva,Girona,Girona,Girona
E,3494,PAM INFOCAT Marçà,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,43076,Marçà,Priorat,Tarragona,Tarragona,Tarragona
E,1587,PAM TRANSCAT Bell-lloc d'Urgell,Homologat pendent de revisió,26/04/2007,Homologació,26/04/2007,25048,Bell-lloc d'Urgell,Pla d'Urgell,Lleida,Lleida,Lleida
E,10790,PAM NEUCAT Mataró,Homologat,15/12/2022,Revisió,15/12/2022,08121,Mataró,Maresme,Barcelona,Barcelona,Barcelona
E,3700,PAM NEUCAT Passanant,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,43101,Passanant i Belltall,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,2663,PAM INUNCAT Mont-roig del Camp,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43092,Mont-roig del Camp,Baix Camp,Tarragona,Tarragona,Tarragona
E,10640,PAM INUNCAT Sant Joan Despí,Homologat,15/12/2022,Homologació,15/12/2022,08217,Sant Joan Despí,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,5707,PAM INFOCAT Garcia,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43065,Garcia,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,4136,PAM SISMICAT Calella,Homologat pendent de revisió,03/10/2013,Homologació,03/10/2013,08035,Calella,Maresme,Barcelona,Barcelona,Barcelona
F,4363,PEM Trobada Olèrdola,Homologat pendent de revisió,27/11/2014,Homologació,27/11/2014,08145,Olèrdola,Alt Penedès,Barcelona,Penedès,Barcelona
E,4597,PAM RADCAT Riudellots de la Selva,Homologat pendent de revisió,11/06/2015,Actualització,25/05/2017,17150,Riudellots de la Selva,Selva,Girona,Girona,Girona
E,5785,PAM INUNCAT Sant Quirze del Vallès,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08238,Sant Quirze del Vallès,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,7987,PAM TRANSCAT Avinyonet del Penedès,Homologat,10/12/2021,Homologació,10/12/2021,08013,Avinyonet del Penedès,Alt Penedès,Barcelona,Penedès,Barcelona
E,2440,PAM INUNCAT Campelles,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,17037,Campelles,Ripollès,Girona,Girona,Girona
E,8533,PAM NEUCAT Ullà,Homologat,10/12/2021,Revisió,10/12/2021,17204,Ullà,Baix Empordà,Girona,Girona,Girona
E,2652,PAM TRANSCAT La Pobla de Mafumet,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43109,Pobla de Mafumet,Tarragonès,Tarragona,Tarragona,Tarragona
T,10266,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Amer,Homologat,06/10/2022,Homologació,06/10/2022,17007,Amer,Selva,Girona,Girona,Girona
E,8773,PAM PLASEQCAT Les Borges Blanques,Homologat,10/12/2021,Homologació,10/12/2021,25058,Borges Blanques,Garrigues,Lleida,Lleida,Lleida
T,10320,PBEM  Calaf,Homologat,06/10/2022,Homologació,06/10/2022,08031,Calaf,Anoia,Catalunya Central,Catalunya Central,Barcelona
E,1925,PAM INUNCAT Pontós,Homologat pendent de revisió,06/05/2008,Homologació,06/05/2008,17136,Pontós,Alt Empordà,Girona,Girona,Girona
T,1674,PBEM Vall de Cardós,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,25901,Vall de Cardós,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,10378,PAM NEUCAT Guixers,Homologat,06/10/2022,Homologació,06/10/2022,25111,Guixers,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,1706,PAM NEUCAT Canejan,Homologat pendent de revisió,20/09/2007,Homologació,20/09/2007,25063,Canejan,Aran,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,7952,PAM NEUCAT Àger,Homologat,10/12/2021,Homologació,10/12/2021,25002,Àger,Noguera,Lleida,Lleida,Lleida
T,10456,PBEM  Pont de Vilomara i Rocafort,Homologat,06/10/2022,Revisió,06/10/2022,08182,Pont de Vilomara i Rocafort,Bages,Catalunya Central,Catalunya Central,Barcelona
T,8606,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Falset,Homologat,10/12/2021,Homologació,10/12/2021,43055,Falset,Priorat,Tarragona,Tarragona,Tarragona
E,4051,PAM TRANSCAT Collbató,Homologat pendent de revisió,25/04/2013,Homologació,25/04/2013,08069,Collbató,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,4915,PAM NEUCAT Vilopriu,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,17232,Vilopriu,Baix Empordà,Girona,Girona,Girona
E,6214,PAM NEUCAT Coll de Nargó,Homologat,28/02/2020,Homologació,28/02/2020,25077,Coll de Nargó,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5187,PAM INUNCAT Terrassa,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08279,Terrassa,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,2053,PAM INUNCAT Artesa de Lleida,Homologat pendent de revisió,10/07/2008,Homologació,10/07/2008,25033,Artesa de Lleida,Segrià,Lleida,Lleida,Lleida
E,3031,PAM PLASEQCAT Gelida,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,08091,Gelida,Alt Penedès,Barcelona,Penedès,Barcelona
E,6344,PAM INUNCAT Móra la Nova,Homologat,28/02/2020,Homologació,28/02/2020,43094,Móra la Nova,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,6221,PAM NEUCAT Caldes d'Estrac,Homologat,28/02/2020,Homologació,28/02/2020,08032,Caldes d'Estrac,Maresme,Barcelona,Barcelona,Barcelona
E,8784,PAM INFOCAT Bagà,Homologat,10/12/2021,Homologació,10/12/2021,08016,Bagà,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,8268,PAM PLASEQCAT Sant Vicenç dels Horts,Homologat pendent de revisió,05/12/2018,Actualització,10/12/2021,08263,Sant Vicenç dels Horts,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,8276,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Santa Coloma de Cervelló,Homologat,10/12/2021,Homologació,10/12/2021,08244,Santa Coloma de Cervelló,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,3763,PAM TRANSCAT La Tallada d'Empordà,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17195,Tallada d'Empordà,Baix Empordà,Girona,Girona,Girona
E,8688,PAM VENTCAT El Vendrell,Homologat,10/12/2021,Homologació,10/12/2021,43163,Vendrell,Baix Penedès,Tarragona,Penedès,Tarragona
E,8255,PAM VENTCAT Sant Andreu de la Barca,Homologat,10/12/2021,Homologació,10/12/2021,08196,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,8416,PAM INFOCAT Vallbona d'Anoia,Homologat,10/12/2021,Homologació,10/12/2021,08292,Vallbona d'Anoia,Anoia,Catalunya Central,Penedès,Barcelona
E,10725,PAM VENTCAT Sant Miquel de Campmajor,Homologat,15/12/2022,Homologació,15/12/2022,17174,Sant Miquel de Campmajor,Pla de l'Estany,Girona,Girona,Girona
E,8486,PAM VENTCAT Mollet de Peralada,Homologat,10/12/2021,Homologació,10/12/2021,17106,Mollet de Peralada,Alt Empordà,Girona,Girona,Girona
E,9151,PAM INFOCAT,Homologat,10/03/2022,Homologació,10/03/2022,08095,Granera,Moianès,Catalunya Central,Catalunya Central,Barcelona
E,5686,PAM INUNCAT Ascó,Homologat pendent de revisió,05/12/2018,Actualització,28/02/2020,43019,Ascó,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,8107,PAM TRANSCAT Colera,Homologat,10/12/2021,Homologació,10/12/2021,17054,Colera,Alt Empordà,Girona,Girona,Girona
E,3125,PAM TRANSCAT Besalú,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,17019,Besalú,Garrotxa,Girona,Girona,Girona
E,10351,PAM INUNCAT Esponellà,Homologat,06/10/2022,Revisió,06/10/2022,17065,Esponellà,Pla de l'Estany,Girona,Girona,Girona
E,5431,PAM TRANSCAT Serinyà,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17190,Serinyà,Pla de l'Estany,Girona,Girona,Girona
T,5292,PBEM Sant Sadurní d'Osormort,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08241,Sant Sadurní d'Osormort,Osona,Catalunya Central,Catalunya Central,Barcelona
T,2010,PBEM Pau,Homologat pendent de revisió,10/07/2008,Homologació,10/07/2008,17128,Pau,Alt Empordà,Girona,Girona,Girona
E,6520,PAM AEROCAT Constantí,Homologat,30/10/2020,Homologació,30/10/2020,43047,Constantí,Tarragonès,Tarragona,Tarragona,Tarragona
F,4297,PEM Àrees pública concurrència - Cavalcada de Reis Reus,Homologat pendent de revisió,24/04/2014,Homologació,24/04/2014,43123,Reus,Baix Camp,Tarragona,Tarragona,Tarragona
E,3791,PAM TRANSCAT Mont-ras,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17110,Mont-ras,Baix Empordà,Girona,Girona,Girona
E,3237,PAM NEUCAT Vilajuïga,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,17223,Vilajuïga,Alt Empordà,Girona,Girona,Girona
E,6398,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Sallent,Homologat,30/10/2020,Homologació,30/10/2020,08191,Sallent,Bages,Catalunya Central,Catalunya Central,Barcelona
E,5271,PAM INUNCAT Orís,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08150,Orís,Osona,Catalunya Central,Catalunya Central,Barcelona
E,6430,PAM VENTCAT Taradell,Homologat,30/10/2020,Homologació,30/10/2020,08278,Taradell,Osona,Catalunya Central,Catalunya Central,Barcelona
E,1978,PAM INFOCAT Beuda,Homologat pendent de revisió,10/07/2008,Homologació,10/07/2008,17021,Beuda,Garrotxa,Girona,Girona,Girona
E,8934,PAM PLASEQCAT Sant Climent de Llobregat,Homologat,10/03/2022,Homologació,10/03/2022,08204,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,2673,PAM INUNCAT Horta de Sant Joan,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43071,Horta de Sant Joan,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,5742,PBEM Riba-roja d'Ebre,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43125,Riba-roja d'Ebre,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,3912,PBEM Canet d'Adri,Homologat pendent de revisió,21/06/2012,Homologació,21/06/2012,17040,Canet d'Adri,Gironès,Girona,Girona,Girona
E,5150,PAM INUNCAT Granollers,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08096,Granollers,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,5492,PAM INUNCAT Balaguer,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25040,Balaguer,Noguera,Lleida,Lleida,Lleida
E,8520,PAM TRANSCAT Riudellots de la Selva,Homologat,10/12/2021,Homologació,10/12/2021,17150,Riudellots de la Selva,Selva,Girona,Girona,Girona
E,9953,PAM SISMICAT Pinós,Homologat,06/10/2022,Homologació,06/10/2022,25167,Pinós,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,8217,PAM VENTCAT Esparreguera,Homologat,10/12/2021,Homologació,10/12/2021,08076,Esparreguera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,6258,PAM SISMICAT Sant Boi de Lluçanès,Homologat,28/02/2020,Homologació,28/02/2020,08201,Sant Boi de Lluçanès,Osona,Catalunya Central,Catalunya Central,Barcelona
E,3072,PAM TRANSCAT Balenyà,Homologat pendent de revisió,27/07/2011,Actualització,13/12/2012,08017,Balenyà,Osona,Catalunya Central,Catalunya Central,Barcelona
F,4286,PEM Àrees pública concurrència - Correfoc  Monistrol de Montserrat,Homologat pendent de revisió,24/04/2014,Homologació,24/04/2014,08127,Monistrol de Montserrat,Bages,Catalunya Central,Catalunya Central,Barcelona
E,2502,PAM NEUCAT Cabó,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,25061,Cabó,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,4887,PAM SISMICAT Sant Hilari Sacalm,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,17164,Sant Hilari Sacalm,Selva,Girona,Girona,Girona
T,10019,PBEM  Toses,Homologat,06/10/2022,Homologació,06/10/2022,17201,Toses,Ripollès,Girona,Girona,Girona
E,10779,PAM VENTCAT Cervera,Homologat,15/12/2022,Revisió,15/12/2022,25072,Cervera,Segarra,Lleida,Lleida,Lleida
E,6467,PAM TRANSCAT Llançà,Homologat,30/10/2020,Homologació,30/10/2020,17092,Llançà,Alt Empordà,Girona,Girona,Girona
E,2273,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre de Torredembarra,Homologat pendent de revisió,18/12/2008,Homologació,18/12/2008,43153,Torredembarra,Tarragonès,Tarragona,Tarragona,Tarragona
E,8419,PAM NEUCAT Vallbona d'Anoia,Homologat,10/12/2021,Homologació,10/12/2021,08292,Vallbona d'Anoia,Anoia,Catalunya Central,Penedès,Barcelona
E,2060,PAM INFOCAT Farrera,Homologat pendent de revisió,10/07/2008,Homologació,10/07/2008,25089,Farrera,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5942,PAM VENTCAT Freginals,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43062,Freginals,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,4682,PAM SISMICAT Cardona,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,08047,Cardona,Bages,Catalunya Central,Catalunya Central,Barcelona
E,5180,PAM CAMCAT Santa Susanna,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08261,Santa Susanna,Maresme,Barcelona,Barcelona,Barcelona
E,10319,PAM SISMICAT Calaf,Homologat,06/10/2022,Homologació,06/10/2022,08031,Calaf,Anoia,Catalunya Central,Catalunya Central,Barcelona
T,1548,PBEM Queralbs,Homologat pendent de revisió,26/04/2007,Actualització,14/02/2008,17043,Queralbs,Ripollès,Girona,Girona,Girona
F,3336,PEM Carnaval Vilanova i la Geltrú,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,08307,Vilanova i la Geltrú,Garraf,Barcelona,Penedès,Barcelona
E,4590,PAM SISMICAT Riudarenes,Homologat pendent de revisió,11/06/2015,Homologació,11/06/2015,17148,Riudarenes,Selva,Girona,Girona,Girona
T,5775,PBEM Sant Esteve de Sesrovires,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08208,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,359,PAM INFOCAT Solivella,Homologat pendent de revisió,13/07/1999,Homologació,13/07/1999,43147,Solivella,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,10525,PAM INUNCAT Castellvell del Camp,Homologat,06/10/2022,Homologació,06/10/2022,43042,Castellvell del Camp,Baix Camp,Tarragona,Tarragona,Tarragona
E,3183,PAM NEUCAT Montagut i Oix,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,17109,Montagut i Oix,Garrotxa,Girona,Girona,Girona
T,10604,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Vinaixa,Homologat,06/10/2022,Revisió,06/10/2022,25255,Vinaixa,Garrigues,Lleida,Lleida,Lleida
T,6365,PBEM Pacs del Penedès,Homologat,30/10/2020,Homologació,30/10/2020,08154,Pacs del Penedès,Alt Penedès,Barcelona,Penedès,Barcelona
E,5446,PAM SISMICAT Torroella de Montgrí,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17199,Torroella de Montgrí,Baix Empordà,Girona,Girona,Girona
E,6574,"PAM INFOCAT Cruïlles, Monells i Sant Sadurní de l'Heura",Homologat,02/12/2020,Homologació,02/12/2020,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona,Girona,Girona
T,10586,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Viladecans,Homologat,06/10/2022,Homologació,06/10/2022,08301,Viladecans,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,8148,PAM SISMICAT Ribera d'Urgellet,Homologat,10/12/2021,Homologació,10/12/2021,25185,Ribera d'Urgellet,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,4055,PAM INFOCAT Bescanó,Homologat pendent de revisió,25/04/2013,Homologació,25/04/2013,17020,Bescanó,Gironès,Girona,Girona,Girona
E,8483,PAM NEUCAT Mollet de Peralada,Homologat,10/12/2021,Homologació,10/12/2021,17106,Mollet de Peralada,Alt Empordà,Girona,Girona,Girona
E,10450,PAM VENTCAT Pobla de Lillet,Homologat,06/10/2022,Homologació,06/10/2022,08166,Pobla de Lillet,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,5420,PAM SISMICAT Rupià,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17153,Rupià,Baix Empordà,Girona,Girona,Girona
E,1904,PAM TRANSCAT Bescanó,Homologat pendent de revisió,06/05/2008,Homologació,06/05/2008,17020,Bescanó,Gironès,Girona,Girona,Girona
E,6302,PAM SISMICAT Bonastre,Homologat,28/02/2020,Homologació,28/02/2020,43030,Bonastre,Baix Penedès,Tarragona,Penedès,Tarragona
T,3719,PBEM Piera,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,08161,Piera,Anoia,Catalunya Central,Penedès,Barcelona
F,1241,PEM per a Fires i Espectacles - Fira de l'Aixada,Homologat pendent de revisió,25/04/2006,Homologació,25/04/2006,08113,Manresa,Bages,Catalunya Central,Catalunya Central,Barcelona
E,1670,PAM INFOCAT Montellà i Martinet,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,25139,Montellà i Martinet,Cerdanya,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,3532,PAM ALLAUCAT Llavorsí,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,25126,Llavorsí,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,2213,PAM SISMICAT Albanyà,Homologat pendent de revisió,18/12/2008,Homologació,18/12/2008,17003,Albanyà,Alt Empordà,Girona,Girona,Girona
E,8669,PAM SISMICAT Tarragona,Homologat,10/12/2021,Revisió,10/12/2021,43148,Tarragona,Tarragonès,Tarragona,Tarragona,Tarragona
T,5873,PBEM Talavera,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,25216,Talavera,Segarra,Lleida,Lleida,Lleida
F,4419,PEM Àrees pública concurrència - Carnaval de Reus,Homologat pendent de revisió,27/11/2014,Homologació,27/11/2014,43123,Reus,Baix Camp,Tarragona,Tarragona,Tarragona
T,8034,PBEM Canyelles,Homologat,10/12/2021,Homologació,10/12/2021,08043,Canyelles,Garraf,Barcelona,Penedès,Barcelona
E,10566,PAM INUNCAT Valls,Homologat,06/10/2022,Homologació,06/10/2022,43161,Valls,Alt Camp,Tarragona,Tarragona,Tarragona
E,5369,PAM PLASEQCAT Fogars de la Selva,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08082,Fogars de la Selva,Selva,Girona,Girona,Barcelona
E,5076,PAM SISMICAT Prullans,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25179,Prullans,Cerdanya,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,3085,PAM NEUCAT Collsuspina,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,08070,Collsuspina,Moianès,Catalunya Central,Catalunya Central,Barcelona
E,8231,PAM SISMICAT Premià de Mar,Homologat pendent de revisió,21/03/2019,Actualització,10/12/2021,08172,Premià de Mar,Maresme,Barcelona,Barcelona,Barcelona
T,9013,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Gavet de la Conca,Homologat,10/03/2022,Homologació,10/03/2022,25098,Gavet de la Conca,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,2481,PAM CAMCAT Castell-Platja d'Aro,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,17048,Castell-Platja d'Aro,Baix Empordà,Girona,Girona,Girona
E,2162,PAM INUNCAT Rupià,Homologat pendent de revisió,09/10/2008,Actualització,16/02/2012,17153,Rupià,Baix Empordà,Girona,Girona,Girona
T,8490,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Pont de Molins,Homologat,10/12/2021,Homologació,10/12/2021,17135,Pont de Molins,Alt Empordà,Girona,Girona,Girona
E,8752,PAM VENTCAT Sunyer,Homologat,10/12/2021,Homologació,10/12/2021,25212,Sunyer,Segrià,Lleida,Lleida,Lleida
E,4710,PAM INFOCAT Guimerà,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,25109,Guimerà,Urgell,Lleida,Lleida,Lleida
E,5384,PAM SISMICAT Maçanet de la Selva,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17103,Maçanet de la Selva,Selva,Girona,Girona,Girona
E,8171,PAM INFOCAT Organyà,Homologat,10/12/2021,Homologació,10/12/2021,25155,Organyà,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,10646,PAM TRANSCAT Sant Joan Despí,Homologat,15/12/2022,Homologació,15/12/2022,08217,Sant Joan Despí,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,10582,PAM CAMCAT Viladecans,Homologat,06/10/2022,Homologació,06/10/2022,08301,Viladecans,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,5161,PAM VENTCAT Matadepera,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08120,Matadepera,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,7953,PAM SISMICAT Àger,Homologat,10/12/2021,Homologació,10/12/2021,25002,Àger,Noguera,Lleida,Lleida,Lleida
T,3643,PBEM Breda,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,17027,Breda,Selva,Girona,Girona,Girona
E,4079,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre Pinell de Brai,Homologat pendent de revisió,13/06/2013,Homologació,13/06/2013,43106,Pinell de Brai,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,8146,PAM NEUCAT Ribera d'Urgellet,Homologat,10/12/2021,Homologació,10/12/2021,25185,Ribera d'Urgellet,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,8624,PAM VENTCAT La Canonja,Homologat,10/12/2021,Homologació,10/12/2021,43907,Canonja,Tarragonès,Tarragona,Tarragona,Tarragona
T,2865,PBEM Montbrió del Camp,Homologat pendent de revisió,29/04/2010,Homologació,29/04/2010,43088,Montbrió del Camp,Baix Camp,Tarragona,Tarragona,Tarragona
T,9145,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc,Homologat,10/03/2022,Homologació,10/03/2022,08092,Gironella,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,4466,PAM PLASEQCAT Vandellòs i l'Hospitalet de l'Infant,Homologat pendent de revisió,27/11/2014,Actualització,25/05/2017,43162,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona,Tarragona,Tarragona
F,3334,PEM Risc fallida elèctrica Terrassa,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,08279,Terrassa,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,2437,PAM TRANSCAT Vilanova del Camí,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,08302,Vilanova del Camí,Anoia,Catalunya Central,Penedès,Barcelona
E,6570,PAM VENTCAT La Cellera de Ter,Homologat,02/12/2020,Homologació,02/12/2020,17189,Cellera de Ter,Selva,Girona,Girona,Girona
T,9136,PBEM Moià,Homologat,10/03/2022,Homologació,10/03/2022,08138,Moià,Moianès,Catalunya Central,Catalunya Central,Barcelona
F,4172,PEM 39è Festival Música de Cambrils,Homologat pendent de revisió,03/10/2013,Homologació,03/10/2013,43038,Cambrils,Baix Camp,Tarragona,Tarragona,Tarragona
T,3792,PBEM Forallac,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17902,Forallac,Baix Empordà,Girona,Girona,Girona
T,8580,PA PROCICAT - Transport Viatgers Ferrocarill Ribera d'Ondara,Homologat,10/12/2021,Revisió,10/12/2021,25905,Ribera d'Ondara,Segarra,Lleida,Lleida,Lleida
E,244,PAM INFOCAT Palafolls,Homologat pendent de revisió,30/03/2000,Homologació,30/03/2000,08155,Palafolls,Maresme,Barcelona,Barcelona,Barcelona
E,5574,PAM INUNCAT El Soleràs,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25206,Soleràs,Garrigues,Lleida,Lleida,Lleida
